Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge E/Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC
EV030,CH007-CH008,,,12/28/2017 12:06,12/28/2017 12:12,,,24.82,64,98.5
EV030,CH007-CH008,,,12/28/2017 11:03,12/28/2017 11:12,,,30.172,57.5,99
EV030,CH007-CH008,,,12/28/2017 10:03,12/28/2017 10:13,,,32.8,55,97.5
EV030,CH007-CH008,,,12/28/2017 9:08,12/28/2017 9:18,,,35.208,51,96.5
EV030,CH007-CH008,,,12/28/2017 8:08,12/28/2017 8:17,,,38.702,44.5,96.5
EV030,CH007-CH008,,,12/28/2017 7:08,12/28/2017 7:17,,,39.646,40,93
EV030,CH007-CH008,,,12/28/2017 6:11,12/28/2017 6:19,,,35.177,37.5,82.5
EV030,CH007-CH008,,,9/30/2017 18:55,9/30/2017 19:01,,,22.391,67,100
EV030,CH007-CH008,,,9/30/2017 17:57,9/30/2017 18:04,,,24.554,64.5,99
EV030,CH007-CH008,,,9/30/2017 16:56,9/30/2017 17:02,,,25.871,62.5,98.5
EV030,CH007-CH008,,,9/30/2017 15:51,9/30/2017 15:59,,,29.116,59,99.5
EV030,CH007-CH008,,,9/30/2017 14:59,9/30/2017 15:07,,,28.799,59.5,99
EV030,CH007-CH008,,,9/30/2017 13:56,9/30/2017 14:06,,,35.539,53,99
EV030,CH007-CH008,,,9/30/2017 12:52,9/30/2017 12:56,,,12.051,83.5,99.5
EV030,CH007-CH008,,,9/29/2017 19:26,9/29/2017 19:34,,,29.956,58,98.5
EV030,CH007-CH008,,,9/29/2017 18:16,9/29/2017 18:25,,,33.991,54,98.5
EV030,CH007-CH008,,,9/29/2017 17:07,9/29/2017 17:15,,,35.252,51,98
EV030,CH007-CH008,,,9/29/2017 16:18,9/29/2017 16:24,,,29.022,54,91.5
EV030,CH007-CH008,,,9/29/2017 15:22,9/29/2017 15:30,,,32.821,55,98
EV030,CH007-CH008,,,9/29/2017 14:05,9/29/2017 14:15,,,33.723,55,99
EV030,CH007-CH008,,,9/29/2017 13:04,9/29/2017 13:10,,,29.656,55.5,93.5
EV030,CH007-CH008,,,9/29/2017 12:04,9/29/2017 12:10,,,27.02,61,98
EV030,CH007-CH008,,,9/29/2017 11:11,9/29/2017 11:20,,,31.328,57,99.5
EV030,CH007-CH008,,,9/29/2017 10:06,9/29/2017 10:14,,,28.608,60,99
EV030,CH007-CH008,,,9/29/2017 9:08,9/29/2017 9:15,,,28.727,60,98.5
EV030,CH007-CH008,,,9/29/2017 8:05,9/29/2017 8:12,,,26.529,62.5,99
EV030,CH007-CH008,,,9/29/2017 7:06,9/29/2017 7:11,,,20.241,73,99.5
EV030,CH007-CH008,,,9/29/2017 6:10,9/29/2017 6:21,,,33.699,55.5,99.5
EV030,CH007-CH008,,,9/26/2017 17:58,9/26/2017 18:07,,,31.893,56,98.5
EV030,CH007-CH008,,,9/26/2017 17:00,9/26/2017 17:09,,,33.518,55,98.5
EV030,CH007-CH008,,,9/26/2017 15:54,9/26/2017 16:03,,,31.526,56,99
EV030,CH007-CH008,,,9/26/2017 14:47,9/26/2017 14:57,,,32.301,56,100
EV030,CH007-CH008,,,9/26/2017 13:47,9/26/2017 13:56,,,30.21,57.5,99
EV030,CH007-CH008,,,9/26/2017 12:50,9/26/2017 12:58,,,30.827,56,97
EV030,CH007-CH008,,,9/26/2017 11:42,9/26/2017 11:47,,,19.32,74,99
EV030,CH007-CH008,,,9/26/2017 10:44,9/26/2017 10:53,,,31.045,57,99
EV030,CH007-CH008,,,9/26/2017 9:46,9/26/2017 9:51,,,24.881,59.5,94
EV030,CH007-CH008,,,9/26/2017 8:44,9/26/2017 8:50,,,24.378,65,99.5
EV030,CH007-CH008,,,9/26/2017 7:42,9/26/2017 7:50,,,28.973,59,98.5
EV030,CH007-CH008,,,9/26/2017 6:46,9/26/2017 6:51,,,24.268,58.5,90
EV030,CH007-CH008,,,9/26/2017 5:53,9/26/2017 5:56,,,9.427,86.5,99
EV030,CH007-CH008,,,9/25/2017 19:18,9/25/2017 19:24,,,24.816,64,98.5
EV030,CH007-CH008,,,9/25/2017 18:14,9/25/2017 18:23,,,33.228,55.5,98.5
EV030,CH007-CH008,,,9/25/2017 17:08,9/25/2017 17:18,,,33.28,55,99
EV030,CH007-CH008,,,9/25/2017 16:17,9/25/2017 16:25,,,34.98,52.5,98.5
EV030,CH007-CH008,,,9/25/2017 15:18,9/25/2017 15:27,,,35.061,53,98.5
EV030,CH007-CH008,,,9/25/2017 14:03,9/25/2017 14:12,,,32.539,56,99
EV030,CH007-CH008,,,9/25/2017 13:05,9/25/2017 13:13,,,29.789,58,99
EV030,CH007-CH008,,,9/25/2017 12:01,9/25/2017 12:10,,,29.786,58,100
EV030,CH007-CH008,,,9/25/2017 11:04,9/25/2017 11:12,,,29.839,58,99
EV030,CH007-CH008,,,9/25/2017 10:00,9/25/2017 10:07,,,27.919,60.5,99
EV030,CH007-CH008,,,9/25/2017 9:08,9/25/2017 9:16,,,29.937,59,99.5
EV030,CH007-CH008,,,9/25/2017 8:07,9/25/2017 8:16,,,31.461,56.5,99
EV030,CH007-CH008,,,9/25/2017 7:08,9/25/2017 7:14,,,22.772,66.5,99
EV030,CH007-CH008,,,9/25/2017 6:09,9/25/2017 6:19,,,31.6,56.5,98.5
EV030,CH007-CH008,,,9/23/2017 19:17,9/23/2017 19:21,,,17.358,76.5,99
EV030,CH007-CH008,,,9/23/2017 17:53,9/23/2017 18:01,,,28.951,59,99
EV030,CH007-CH008,,,9/23/2017 16:53,9/23/2017 16:57,,,15.533,79,99.5
EV030,CH007-CH008,,,9/23/2017 15:56,9/23/2017 16:04,,,28.719,59.5,99
EV030,CH007-CH008,,,9/23/2017 14:57,9/23/2017 15:06,,,30.382,57.5,99
EV030,CH007-CH008,,,9/23/2017 13:53,9/23/2017 14:03,,,35.988,52,99.5
EV030,CH007-CH008,,,9/23/2017 11:25,9/23/2017 11:30,,,19.161,74.5,99
EV030,CH007-CH008,,,9/23/2017 10:26,9/23/2017 10:31,,,20.604,72.5,99.5
EV030,CH007-CH008,,,9/23/2017 9:26,9/23/2017 9:32,,,23.039,66,99
EV030,CH007-CH008,,,9/23/2017 8:20,9/23/2017 8:31,,,29.546,57.5,99
EV030,CH007-CH008,,,9/19/2017 18:31,9/19/2017 18:35,,,21.806,66.5,96
EV030,CH007-CH008,,,9/19/2017 17:32,9/19/2017 17:39,,,27.23,61.5,98.5
EV030,CH007-CH008,,,9/19/2017 16:24,9/19/2017 16:30,,,24.098,64.5,98.5
EV030,CH007-CH008,,,9/19/2017 15:25,9/19/2017 15:32,,,28.603,59,98
EV030,CH007-CH008,,,9/19/2017 14:26,9/19/2017 14:32,,,26.887,59.5,96.5
EV030,CH007-CH008,,,9/19/2017 13:26,9/19/2017 13:33,,,27.33,61,99
EV030,CH007-CH008,,,9/19/2017 12:27,9/19/2017 12:37,,,31.2,56.5,100
EV030,CH007-CH008,,,9/19/2017 11:23,9/19/2017 11:30,,,25.128,63.5,99
EV030,CH007-CH008,,,9/19/2017 10:22,9/19/2017 10:31,,,33.167,55.5,98.5
EV030,CH007-CH008,,,9/19/2017 9:25,9/19/2017 9:31,,,27.281,56,92
EV030,CH007-CH008,,,9/19/2017 8:24,9/19/2017 8:30,,,25.919,57,92.5
EV030,CH007-CH008,,,9/19/2017 7:23,9/19/2017 7:32,,,39.095,47.5,98.5
EV030,CH007-CH008,,,9/19/2017 6:31,9/19/2017 6:34,,,14.933,59,78
EV030,CH007-CH008,,,9/16/2017 15:52,9/16/2017 15:58,,,24.844,64,99
EV030,CH007-CH008,,,9/16/2017 14:54,9/16/2017 14:59,,,16.991,77.5,100
EV030,CH007-CH008,,,9/16/2017 13:55,9/16/2017 14:04,,,30.291,57.5,100
EV030,CH007-CH008,,,9/16/2017 12:56,9/16/2017 13:02,,,29.24,55,92.5
EV030,CH007-CH008,,,9/16/2017 11:55,9/16/2017 11:59,,,14.813,80,99
EV030,CH007-CH008,,,9/16/2017 11:14,9/16/2017 11:21,,,29.332,57.5,96
EV030,CH007-CH008,,,9/16/2017 9:56,9/16/2017 10:04,,,26.986,61.5,99.5
EV030,CH007-CH008,,,9/16/2017 8:52,9/16/2017 9:02,,,36.007,52.5,99
EV030,CH007-CH008,,,9/14/2017 12:55,9/14/2017 13:03,,,12.754,82.5,99.5
EV030,CH007-CH008,,,9/13/2017 19:21,9/13/2017 19:27,,,21.046,71.5,100
EV030,CH007-CH008,,,9/13/2017 18:12,9/13/2017 18:18,,,25.366,63.5,99
EV030,CH007-CH008,,,9/13/2017 17:11,9/13/2017 17:18,,,27.664,60.5,99
EV030,CH007-CH008,,,9/13/2017 16:19,9/13/2017 16:27,,,31.214,56.5,98.5
EV030,CH007-CH008,,,9/13/2017 15:16,9/13/2017 15:24,,,33.203,55.5,98.5
EV030,CH007-CH008,,,9/13/2017 14:04,9/13/2017 14:11,,,26.447,62,99
EV030,CH007-CH008,,,9/13/2017 13:09,9/13/2017 13:16,,,26.6,62.5,99
EV030,CH007-CH008,,,9/13/2017 12:07,9/13/2017 12:16,,,35.103,52.5,99
EV030,CH007-CH008,,,9/13/2017 11:02,9/13/2017 11:07,,,21.945,67.5,99
EV030,CH007-CH008,,,9/13/2017 10:06,9/13/2017 10:15,,,33.667,55,98.5
EV030,CH007-CH008,,,9/13/2017 9:02,9/13/2017 9:10,,,29.048,59,99.5
EV030,CH007-CH008,,,9/13/2017 8:08,9/13/2017 8:18,,,31.393,56.5,100
EV030,CH007-CH008,,,9/13/2017 7:07,9/13/2017 7:13,,,21.672,71,100
EV030,CH007-CH008,,,9/13/2017 6:10,9/13/2017 6:19,,,30.025,58,99.5
EV030,CH007-CH008,,,9/12/2017 14:44,9/12/2017 14:53,,,29.708,57.5,98.5
EV030,CH007-CH008,,,9/12/2017 13:42,9/12/2017 13:51,,,28.487,59.5,99
EV030,CH007-CH008,,,9/12/2017 12:42,9/12/2017 12:51,,,28.63,59,99.5
EV030,CH007-CH008,,,9/12/2017 11:42,9/12/2017 11:50,,,30.184,57.5,98.5
EV030,CH007-CH008,,,9/12/2017 10:43,9/12/2017 10:51,,,33.112,53.5,97
EV030,CH007-CH008,,,9/12/2017 9:45,9/12/2017 9:51,,,27.918,54,95.5
EV030,CH007-CH008,,,9/12/2017 8:52,9/12/2017 8:57,,,23.959,56.5,87
EV030,CH007-CH008,,,9/12/2017 7:40,9/12/2017 7:49,,,36.139,51,99
EV030,CH007-CH008,,,9/12/2017 6:47,9/12/2017 6:50,,,19.297,55,76
EV030,CH007-CH008,,,9/12/2017 5:52,9/12/2017 5:55,,,7.084,89.5,100
EV030,CH007-CH008,,,9/11/2017 19:18,9/11/2017 19:26,,,29.293,59,99
EV030,CH007-CH008,,,9/11/2017 18:11,9/11/2017 18:19,,,28.408,60,99.5
EV030,CH007-CH008,,,9/11/2017 17:10,9/11/2017 17:18,,,34.501,53.5,98.5
EV030,CH007-CH008,,,9/11/2017 16:09,9/11/2017 16:14,,,19.009,74.5,99
EV030,CH007-CH008,,,9/11/2017 15:20,9/11/2017 15:29,,,34.044,54,99
EV030,CH007-CH008,,,9/11/2017 14:02,9/11/2017 14:10,,,30.481,57.5,99.5
EV030,CH007-CH008,,,9/11/2017 13:06,9/11/2017 13:11,,,23.026,66,99
EV030,CH007-CH008,,,9/11/2017 12:04,9/11/2017 12:13,,,34.322,54.5,99
EV030,CH007-CH008,,,9/11/2017 11:07,9/11/2017 11:16,,,29.266,59,100
EV030,CH007-CH008,,,9/11/2017 10:00,9/11/2017 10:09,,,30.493,57.5,99.5
EV030,CH007-CH008,,,9/11/2017 9:03,9/11/2017 9:09,,,24.144,65,100
EV030,CH007-CH008,,,9/11/2017 8:06,9/11/2017 8:16,,,32.527,56,99.5
EV030,CH007-CH008,,,9/11/2017 7:07,9/11/2017 7:13,,,24.176,65,99.5
EV030,CH007-CH008,,,9/11/2017 6:12,9/11/2017 6:20,,,31.726,56.5,99
EV030,CH007-CH008,,,9/8/2017 18:30,9/8/2017 18:34,,,17.729,73.5,95
EV030,CH007-CH008,,,9/8/2017 17:43,9/8/2017 17:49,,,28.85,55,90
EV030,CH007-CH008,,,9/8/2017 16:21,9/8/2017 16:32,,,33.429,55,99
EV030,CH007-CH008,,,9/8/2017 15:22,9/8/2017 15:26,,,15.616,78.5,99
EV030,CH007-CH008,,,9/8/2017 14:38,9/8/2017 14:45,,,28.931,58,97.5
EV030,CH007-CH008,,,9/8/2017 13:36,9/8/2017 13:45,,,29.643,58,100
EV030,CH007-CH008,,,9/8/2017 12:30,9/8/2017 12:39,,,28.77,58.5,99
EV030,CH007-CH008,,,9/8/2017 11:28,9/8/2017 11:36,,,28.644,59.5,98.5
EV030,CH007-CH008,,,9/8/2017 10:26,9/8/2017 10:32,,,26.969,60,95.5
EV030,CH007-CH008,,,9/8/2017 9:27,9/8/2017 9:34,,,25.081,64,99
EV030,CH007-CH008,,,9/8/2017 8:27,9/8/2017 8:34,,,25.541,63.5,99
EV030,CH007-CH008,,,9/8/2017 7:23,9/8/2017 7:31,,,32.541,54,95.5
EV030,CH007-CH008,,,9/8/2017 6:27,9/8/2017 6:31,,,21.719,62,90
EV030,CH007-CH008,,,9/7/2017 17:50,9/7/2017 17:59,,,35.95,50,99
EV030,CH007-CH008,,,9/7/2017 16:54,9/7/2017 16:57,,,13.066,64,83.5
EV030,CH007-CH008,,,9/7/2017 15:53,9/7/2017 16:02,,,34.212,53.5,98.5
EV030,CH007-CH008,,,9/7/2017 14:46,9/7/2017 14:55,,,37.012,48.5,98
EV030,CH007-CH008,,,9/7/2017 13:50,9/7/2017 13:53,,,17.968,56.5,80.5
EV030,CH007-CH008,,,9/7/2017 12:56,9/7/2017 13:02,,,27.78,56,90.5
EV030,CH007-CH008,,,9/7/2017 11:50,9/7/2017 11:59,,,40.848,43.5,97.5
EV030,CH007-CH008,,,9/7/2017 10:55,9/7/2017 10:58,,,18.932,53,75.5
EV030,CH007-CH008,,,9/7/2017 10:46,9/7/2017 10:47,,,6.907,45,49
EV030,CH007-CH008,,,9/7/2017 9:50,9/7/2017 9:52,,,10.055,60,68
EV030,CH007-CH008,,,9/7/2017 8:45,9/7/2017 8:51,,,22.709,67,99
EV030,CH007-CH008,,,9/7/2017 7:45,9/7/2017 7:55,,,31.309,57,99
EV030,CH007-CH008,,,9/7/2017 6:45,9/7/2017 6:50,,,26.852,55,87
EV030,CH007-CH008,,,9/7/2017 5:53,9/7/2017 5:56,,,5.535,92,99.5
EV030,CH007-CH008,,,9/6/2017 18:48,9/6/2017 18:57,,,34.001,54,98.5
EV030,CH007-CH008,,,9/6/2017 18:03,9/6/2017 18:06,,,8.905,87,100
EV030,CH007-CH008,,,9/6/2017 17:07,9/6/2017 17:10,,,9.662,86.5,99
EV030,CH007-CH008,,,9/6/2017 16:42,9/6/2017 16:49,,,24.72,64.5,99
EV030,CH007-CH008,,,9/6/2017 6:44,9/6/2017 6:53,,,30.214,58,99
EV030,CH007-CH008,,,9/6/2017 5:50,9/6/2017 5:54,,,8.548,87.5,100
EV030,CH007-CH008,,,9/5/2017 19:18,9/5/2017 19:27,,,35.186,52,98.5
EV030,CH007-CH008,,,9/5/2017 18:14,9/5/2017 18:23,,,35.075,52.5,98.5
EV030,CH007-CH008,,,9/5/2017 17:09,9/5/2017 17:17,,,35.178,52,98.5
EV030,CH007-CH008,,,9/5/2017 16:13,9/5/2017 16:22,,,35.498,51.5,98.5
EV030,CH007-CH008,,,9/5/2017 15:15,9/5/2017 15:25,,,35.323,52,99
EV030,CH007-CH008,,,9/5/2017 14:03,9/5/2017 14:12,,,33.522,55,98.5
EV030,CH007-CH008,,,9/5/2017 13:05,9/5/2017 13:14,,,33.141,55.5,99
EV030,CH007-CH008,,,9/5/2017 12:04,9/5/2017 12:14,,,33.358,55.5,99
EV030,CH007-CH008,,,9/5/2017 11:01,9/5/2017 11:10,,,33.222,55,98.5
EV030,CH007-CH008,,,9/5/2017 10:04,9/5/2017 10:14,,,33.382,55.5,99
EV030,CH007-CH008,,,9/5/2017 9:03,9/5/2017 9:13,,,33.098,55.5,100
EV030,CH007-CH008,,,9/5/2017 8:09,9/5/2017 8:19,,,32.556,56,99.5
EV030,CH007-CH008,,,9/5/2017 7:07,9/5/2017 7:17,,,33.766,55,99
EV030,CH007-CH008,,,9/5/2017 6:09,9/5/2017 6:15,,,22.107,68,99
EV030,CH007-CH008,,,9/3/2017 19:00,9/3/2017 20:12,,,30.68,56,100
EV030,CH007-CH008,,,9/1/2017 19:18,9/1/2017 19:27,,,34.662,53.5,99.5
EV030,CH007-CH008,,,9/1/2017 18:15,9/1/2017 18:24,,,35.52,52,99.5
EV030,CH007-CH008,,,9/1/2017 17:06,9/1/2017 17:15,,,34.359,54,99
EV030,CH007-CH008,,,9/1/2017 16:09,9/1/2017 16:18,,,34.509,54,99
EV030,CH007-CH008,,,9/1/2017 15:14,9/1/2017 15:24,,,36.054,51.5,100
EV030,CH007-CH008,,,9/1/2017 14:05,9/1/2017 14:13,,,35.113,52.5,99
EV030,CH007-CH008,,,9/1/2017 13:03,9/1/2017 13:12,,,32.868,55.5,99.5
EV030,CH007-CH008,,,9/1/2017 12:01,9/1/2017 12:10,,,31.119,56.5,100
EV030,CH007-CH008,,,9/1/2017 11:04,9/1/2017 11:13,,,32.316,56,99.5
EV030,CH007-CH008,,,9/1/2017 10:03,9/1/2017 10:12,,,30.549,57.5,99.5
EV030,CH007-CH008,,,9/1/2017 9:04,9/1/2017 9:12,,,30.137,58,100
EV030,CH007-CH008,,,9/1/2017 8:08,9/1/2017 8:16,,,28.904,60,100
EV030,CH007-CH008,,,9/1/2017 7:07,9/1/2017 7:16,,,30.328,57.5,99.5
EV030,CH007-CH008,,,9/1/2017 6:12,9/1/2017 6:20,,,28.901,59.5,99.5
